validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
1387.862060546875,0,1,,,,
526.7589111328125,1,3,,,,
,2,4,525.478271484375,0.2784269452095032,525.1998291015625,17715.48828125
164.54530334472656,2,5,,,,
136.34739685058594,3,7,,,,
,4,9,109.74444580078125,0.08641409873962402,109.65802764892578,7693.7158203125
103.7634506225586,4,9,,,,
86.20574951171875,5,11,,,,
70.69612884521484,6,13,,,,
,7,14,68.51920318603516,0.014619947411119938,68.50458526611328,632.9888916015625
65.37931060791016,7,15,,,,
62.340553283691406,8,17,,,,
,9,19,57.45051193237305,0.005217742174863815,57.44529724121094,214.8914794921875
60.57209014892578,9,19,,,,
59.88037872314453,10,21,,,,
58.86250305175781,11,23,,,,
,12,24,58.16783905029297,0.0024056239053606987,58.165435791015625,91.08458709716797
58.842498779296875,12,25,,,,
58.257537841796875,13,27,,,,
,14,29,55.693016052246094,0.001693767961114645,55.69132614135742,54.87348556518555
58.18272018432617,14,29,,,,
58.044288635253906,15,31,,,,
57.92316436767578,16,33,,,,
,17,34,56.255592346191406,0.00132970348931849,56.2542610168457,30.651897430419922
57.8314208984375,17,35,,,,
57.330169677734375,18,37,,,,
,19,39,61.27424240112305,0.0012908251956105232,61.27294921875,19.293794631958008
57.69105911254883,19,39,,,,
57.13291549682617,20,41,,,,
57.57917022705078,21,43,,,,
,22,44,53.31462860107422,0.0014452298637479544,53.31317901611328,20.284692764282227
56.93394088745117,22,45,,,,
57.54764175415039,23,47,,,,
,24,49,54.145729064941406,0.0013366901548579335,54.144386291503906,12.224342346191406
57.50836944580078,24,49,,,,
57.492767333984375,25,51,,,,
