validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
10.626482963562012,0,2,,,,
,1,4,7.996466636657715,3.5523979663848877,4.444068908691406,10984.9990234375
6.155144691467285,1,5,,,,
4.159468173980713,2,8,,,,
,3,9,4.160501003265381,1.6337661743164062,2.526735305786133,5639.5380859375
2.8498544692993164,3,11,,,,
,4,14,2.4971470832824707,0.18123933672904968,2.3159079551696777,1580.8836669921875
2.432500123977661,4,14,,,,
2.336094856262207,5,17,,,,
,6,19,2.3250999450683594,0.01641499623656273,2.3086845874786377,76.87738037109375
2.318484306335449,6,20,,,,
2.3129382133483887,7,23,,,,
,8,24,2.318439245223999,0.0034162760712206364,2.315023422241211,17.489986419677734
2.313910961151123,8,26,,,,
,9,29,2.308029890060425,0.0012548801023513079,2.306774854660034,7.162285327911377
2.3113608360290527,9,29,,,,
2.310962438583374,10,32,,,,
,11,34,2.3061556816101074,0.0007576351054012775,2.3053982257843018,4.556109428405762
2.3110148906707764,11,35,,,,
2.311642646789551,12,38,,,,
,13,39,2.309328317642212,0.0005334827583283186,2.3087949752807617,3.2009682655334473
2.3107974529266357,13,41,,,,
,14,44,2.3031327724456787,0.0002511345664970577,2.3028817176818848,1.602432370185852
2.3105356693267822,14,44,,,,
2.309244155883789,15,47,,,,
,16,49,2.3091447353363037,0.00030984642216935754,2.308835029602051,1.9137229919433594
2.3101038932800293,16,50,,,,
2.3109350204467773,17,53,,,,
,18,54,2.3078010082244873,0.0002318267652299255,2.3075690269470215,1.4650373458862305
2.310274362564087,18,56,,,,
