validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
2.3098607063293457,0,2,,,,
,1,4,0.5644500851631165,9.046900231624022e-05,0.5643596649169922,607.6444091796875
0.4436129033565521,1,5,,,,
0.3997828960418701,2,8,,,,
,3,9,0.3975445628166199,6.093359843362123e-05,0.3974836766719818,306.5290832519531
0.36942556500434875,3,11,,,,
,4,14,0.35922688245773315,3.8842990761622787e-05,0.3591880202293396,149.8488006591797
0.35814088582992554,4,14,,,,
0.35487914085388184,5,17,,,,
,6,19,0.35391873121261597,2.9771743356832303e-05,0.35388892889022827,59.22665023803711
0.35509365797042847,6,20,,,,
0.3545733094215393,7,23,,,,
,8,24,0.35626280307769775,2.6639276256901212e-05,0.35623621940612793,19.883888244628906
0.35300716757774353,8,26,,,,
,9,29,0.3503342866897583,2.64208902081009e-05,0.3503078520298004,18.027177810668945
0.3505792021751404,9,29,,,,
0.34982913732528687,10,32,,,,
,11,34,0.3511795103549957,2.5488652681815438e-05,0.3511539697647095,16.54744529724121
0.3501807153224945,11,35,,,,
0.349587619304657,12,38,,,,
,13,39,0.3474249243736267,2.5007851945701987e-05,0.34739992022514343,16.651594161987305
0.35141509771347046,13,41,,,,
,14,44,0.34929460287094116,2.5925615773303434e-05,0.34926870465278625,16.630266189575195
0.3534581661224365,14,44,,,,
0.35527539253234863,15,47,,,,
