validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
15.85887336730957,0,2,,,,
,1,4,13.469438552856445,0.7209601998329163,12.748477935791016,14182.662109375
7.799984931945801,1,5,,,,
9.425934791564941,2,8,,,,
,3,9,9.615153312683105,1.1322181224822998,8.482934951782227,13745.40234375
7.3634772300720215,3,11,,,,
,4,14,5.7301530838012695,0.5413668155670166,5.188786029815674,6344.76220703125
5.002460956573486,4,14,,,,
3.670001745223999,5,17,,,,
,6,19,3.3424482345581055,0.1378813087940216,3.2045669555664062,1990.48193359375
2.7391486167907715,6,20,,,,
2.423657178878784,7,23,,,,
,8,24,2.4378366470336914,0.03701087832450867,2.4008257389068604,642.6437377929688
2.377156972885132,8,26,,,,
,9,29,2.3606386184692383,0.0221851896494627,2.338453531265259,379.248291015625
2.37363338470459,9,29,,,,
2.313253402709961,10,32,,,,
,11,34,2.3326895236968994,0.01800001785159111,2.3146893978118896,317.4809265136719
2.2952358722686768,11,35,,,,
2.3214166164398193,12,38,,,,
,13,39,2.3212437629699707,0.014765409752726555,2.306478261947632,273.56390380859375
2.2882063388824463,13,41,,,,
,14,44,2.2838125228881836,0.011679384857416153,2.2721331119537354,210.88955688476562
2.3225066661834717,14,44,,,,
2.3174357414245605,15,47,,,,
,16,49,2.279080390930176,0.008448666892945766,2.270631790161133,135.14828491210938
2.287708282470703,16,50,,,,
