validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
27.907575607299805,0,2,,,,
,1,4,17.671110153198242,0.7378082871437073,16.93330192565918,8485.3203125
12.306410789489746,1,5,,,,
7.787036895751953,2,8,,,,
,3,9,7.821331024169922,0.5329295992851257,7.2884016036987305,5514.50927734375
3.676455497741699,3,11,,,,
,4,14,2.878371477127075,0.048493579030036926,2.8298776149749756,1200.0830078125
2.6822476387023926,4,14,,,,
2.4603374004364014,5,17,,,,
,6,19,2.4144675731658936,0.006787307094782591,2.407680034637451,52.58418273925781
2.391305923461914,6,20,,,,
2.3679826259613037,7,23,,,,
,8,24,2.3639333248138428,0.002342945197597146,2.3615903854370117,18.14693260192871
2.3575682640075684,8,26,,,,
,9,29,2.3452043533325195,0.0011396508198231459,2.344064712524414,7.030109405517578
2.3517727851867676,9,29,,,,
2.3516006469726562,10,32,,,,
,11,34,2.3382797241210938,0.0009770243195816875,2.3373024463653564,3.8634748458862305
2.350586175918579,11,35,,,,
2.3487868309020996,12,38,,,,
,13,39,2.3516712188720703,0.0009331848123110831,2.3507378101348877,3.1140358448028564
2.3493824005126953,13,41,,,,
,14,44,2.357306718826294,0.0006900771404616535,2.356616497039795,2.0439207553863525
2.348248243331909,14,44,,,,
2.3476243019104004,15,47,,,,
,16,49,2.3516623973846436,0.0006132590351626277,2.3510489463806152,1.768784761428833
2.348341703414917,16,50,,,,
2.350348949432373,17,53,,,,
,18,54,2.3455567359924316,0.0005817419150844216,2.3449747562408447,1.3711531162261963
2.346674919128418,18,56,,,,
,19,59,2.345076322555542,0.0006565455696545541,2.3444197177886963,1.8202168941497803
2.347435712814331,19,59,,,,
2.34607195854187,20,62,,,,
,21,64,2.341191291809082,0.0005875177448615432,2.3406035900115967,1.0990426540374756
2.347127676010132,21,65,,,,
2.346741199493408,22,68,,,,
,23,69,2.3473119735717773,0.0006043739849701524,2.346707582473755,1.36344313621521
2.3490731716156006,23,71,,,,
