validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
1.7269935607910156,0,2,,,,
,1,4,1.8724558353424072,9.702037641545758e-05,1.872358798980713,718.2337646484375
0.15787264704704285,1,5,,,,
0.12949874997138977,2,8,,,,
,3,9,0.12649978697299957,5.366910409065895e-05,0.12644611299037933,314.0756530761719
0.116455078125,3,11,,,,
,4,14,0.10003039240837097,3.304506390122697e-05,0.09999734908342361,117.35075378417969
0.1142742782831192,4,14,,,,
0.11078192293643951,5,17,,,,
,6,19,0.08641701191663742,2.654551644809544e-05,0.08639047294855118,55.73899459838867
0.09804996848106384,6,20,,,,
0.09594299644231796,7,23,,,,
,8,24,0.09080124646425247,2.2802050807513297e-05,0.09077844768762589,43.228450775146484
0.09337444603443146,8,26,,,,
,9,29,0.08726054430007935,1.7657739590504207e-05,0.08724288642406464,35.92533493041992
0.09293432533740997,9,29,,,,
0.0909046083688736,10,32,,,,
,11,34,0.08854026347398758,1.4792036381550133e-05,0.08852547407150269,29.64134979248047
0.09009063243865967,11,35,,,,
0.08925264328718185,12,38,,,,
,13,39,0.08590742200613022,1.3520576430892106e-05,0.0858938992023468,26.202674865722656
0.08973253518342972,13,41,,,,
,14,44,0.08624979108572006,1.2016472282994073e-05,0.08623777329921722,23.375717163085938
0.0905522033572197,14,44,,,,
0.09014768153429031,15,47,,,,
