validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
0.36549893021583557,0,2,,,,
0.3345452845096588,1,5,,,,
0.33195918798446655,2,8,,,,
0.3256358206272125,3,11,,,,
0.32017433643341064,4,14,,,,
0.31383752822875977,5,17,,,,
,6,19,0.3077317774295807,0.05306166410446167,0.25467008352279663,236.37094116210938
0.308056116104126,6,20,,,,
0.30502748489379883,7,23,,,,
0.3031749427318573,8,26,,,,
0.30337175726890564,9,29,,,,
0.30182430148124695,10,32,,,,
0.3011222183704376,11,35,,,,
0.30152764916419983,12,38,,,,
,13,39,0.2993180751800537,0.047164686024188995,0.2521534264087677,101.58325958251953
0.30086779594421387,13,41,,,,
0.30090248584747314,14,44,,,,
0.300152450799942,15,47,,,,
0.2984832227230072,16,50,,,,
0.2974131107330322,17,53,,,,
0.2961663603782654,18,56,,,,
,19,59,0.2911375164985657,0.04409519210457802,0.24704231321811676,56.43379211425781
0.2956230640411377,19,59,,,,
0.29649555683135986,20,62,,,,
0.2973552346229553,21,65,,,,
0.2975296676158905,22,68,,,,
