validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
1.8481950759887695,0,2,,,,
,1,4,2.0656046867370605,8.977390825748444e-05,2.0655150413513184,726.4909057617188
0.1585431843996048,1,5,,,,
0.13881716132164001,2,8,,,,
,3,9,0.1306150257587433,5.5691838497295976e-05,0.13055934011936188,321.4322814941406
0.11763856559991837,3,11,,,,
,4,14,0.09843330085277557,3.3181178878294304e-05,0.09840012341737747,122.47238159179688
0.10555118322372437,4,14,,,,
0.10119815915822983,5,17,,,,
,6,19,0.08888604491949081,2.5612716854084283e-05,0.088860422372818,53.83766174316406
0.0975869745016098,6,20,,,,
0.09458497911691666,7,23,,,,
,8,24,0.08720327168703079,2.0905201381538063e-05,0.08718236535787582,40.82648468017578
0.0911794900894165,8,26,,,,
,9,29,0.08459451794624329,1.9348486603121273e-05,0.08457516878843307,36.124324798583984
0.08872687816619873,9,29,,,,
0.08685768395662308,10,32,,,,
,11,34,0.0838339626789093,1.7845375623437576e-05,0.08381611108779907,31.00020408630371
0.08574716746807098,11,35,,,,
0.08475743979215622,12,38,,,,
,13,39,0.08412931114435196,1.6884125216165558e-05,0.08411242812871933,29.098526000976562
0.08363963663578033,13,41,,,,
,14,44,0.08232571184635162,1.6665480870869942e-05,0.0823090523481369,26.37858772277832
0.08281686156988144,14,44,,,,
0.08208170533180237,15,47,,,,
,16,49,0.08098570257425308,1.668917502684053e-05,0.08096901327371597,25.842594146728516
0.08177372068166733,16,50,,,,
0.08155864477157593,17,53,,,,
,18,54,0.08092980086803436,1.664257433731109e-05,0.08091316372156143,25.92246437072754
0.08143433183431625,18,56,,,,
,19,59,0.0811816081404686,1.6388032236136496e-05,0.08116522431373596,25.410491943359375
0.08162184804677963,19,59,,,,
0.08160834014415741,20,62,,,,
,21,64,0.08144363760948181,1.6166928617167287e-05,0.08142746984958649,24.944229125976562
0.08180370926856995,21,65,,,,
