validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
369.06878662109375,0,2,,,,
,1,4,87.57710266113281,0.2177988886833191,87.35929870605469,828.0625
23.85332679748535,1,5,,,,
22.63751220703125,2,8,,,,
,3,9,22.788658142089844,0.10274406522512436,22.6859130859375,268.82147216796875
23.901161193847656,3,11,,,,
,4,14,21.62074089050293,0.056459348648786545,21.564281463623047,88.91106414794922
20.05288314819336,4,14,,,,
17.115610122680664,5,17,,,,
,6,19,16.783214569091797,0.035935528576374054,16.747278213500977,41.23027801513672
16.26218032836914,6,20,,,,
15.892728805541992,7,23,,,,
,8,24,15.96466064453125,0.02430715225636959,15.940353393554688,26.983165740966797
15.760364532470703,8,26,,,,
,9,29,15.812742233276367,0.017935624346137047,15.794806480407715,19.913999557495117
15.75532054901123,9,29,,,,
15.828770637512207,10,32,,,,
,11,34,15.854470252990723,0.014788588508963585,15.839680671691895,14.960609436035156
15.817831993103027,11,35,,,,
15.835243225097656,12,38,,,,
