validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
50.5694465637207,0,2,,,,
52.8167610168457,1,5,,,,
48.82538604736328,2,8,,,,
38.938541412353516,3,11,,,,
29.41448402404785,4,14,,,,
23.013975143432617,5,17,,,,
,6,19,21.604063034057617,0.6638890504837036,20.940174102783203,220.89930725097656
19.592716217041016,6,20,,,,
17.922863006591797,7,23,,,,
17.195003509521484,8,26,,,,
16.855087280273438,9,29,,,,
16.701332092285156,10,32,,,,
16.623714447021484,11,35,,,,
16.59642219543457,12,38,,,,
,13,39,16.554208755493164,0.046432457864284515,16.507774353027344,21.587759017944336
16.577457427978516,13,41,,,,
16.57204818725586,14,44,,,,
16.566043853759766,15,47,,,,
16.571571350097656,16,50,,,,
16.553146362304688,17,53,,,,
16.552934646606445,18,56,,,,
,19,59,16.472549438476562,0.018551364541053772,16.453998565673828,0.4708499312400818
16.557456970214844,19,59,,,,
16.546688079833984,20,62,,,,
16.553329467773438,21,65,,,,
16.55599021911621,22,68,,,,
16.553556442260742,23,71,,,,
