validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
2.2870373725891113,0,2,,,,
,1,4,0.5508142709732056,6.8199988163542e-05,0.5507460236549377,620.0728149414062
0.40871283411979675,1,5,,,,
0.3858945071697235,2,8,,,,
,3,9,0.3853481709957123,5.4021336836740375e-05,0.38529419898986816,302.61456298828125
0.35963815450668335,3,11,,,,
,4,14,0.3546349108219147,3.890813241014257e-05,0.35459595918655396,149.8550567626953
0.3531140387058258,4,14,,,,
0.3512652814388275,5,17,,,,
,6,19,0.3475167453289032,3.2366864616051316e-05,0.34748438000679016,57.232398986816406
0.3470804691314697,6,20,,,,
0.3466021716594696,7,23,,,,
,8,24,0.34986793994903564,3.186945468769409e-05,0.3498361110687256,20.691486358642578
0.35008764266967773,8,26,,,,
,9,29,0.3486916124820709,3.055453998968005e-05,0.3486610949039459,18.065641403198242
0.35201382637023926,9,29,,,,
0.35222792625427246,10,32,,,,
