validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
196.4867401123047,0,2,,,,
,1,4,73.9132080078125,0.23532536625862122,73.67788696289062,281.4421081542969
26.460786819458008,1,5,,,,
20.10041046142578,2,8,,,,
,3,9,20.164531707763672,0.09417277574539185,20.07036018371582,62.91541290283203
20.136411666870117,3,11,,,,
,4,14,18.54930305480957,0.06049642711877823,18.488807678222656,21.958629608154297
17.783903121948242,4,14,,,,
16.601743698120117,5,17,,,,
,6,19,16.506372451782227,0.04902619123458862,16.457347869873047,14.822636604309082
16.397411346435547,6,20,,,,
16.367137908935547,7,23,,,,
,8,24,16.35652732849121,0.03866729885339737,16.317859649658203,11.719900131225586
16.33799934387207,8,26,,,,
,9,29,16.394084930419922,0.03449854254722595,16.35958480834961,8.637542724609375
16.360977172851562,9,29,,,,
16.40314292907715,10,32,,,,
,11,34,16.4168701171875,0.02908395603299141,16.387786865234375,6.98649263381958
16.464988708496094,11,35,,,,
