validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
373.45538330078125,0,2,,,,
,1,4,87.93826293945312,0.20216070115566254,87.73609924316406,829.2237548828125
22.991209030151367,1,5,,,,
20.48775291442871,2,8,,,,
,3,9,20.583097457885742,0.10250982642173767,20.4805850982666,267.16815185546875
22.199832916259766,3,11,,,,
,4,14,21.269182205200195,0.05626065284013748,21.212921142578125,84.63296508789062
19.75912094116211,4,14,,,,
17.31451416015625,5,17,,,,
,6,19,17.081218719482422,0.03746731951832771,17.043752670288086,45.054412841796875
16.677772521972656,6,20,,,,
16.356332778930664,7,23,,,,
,8,24,16.32167625427246,0.026720892637968063,16.29495620727539,31.205299377441406
16.253475189208984,8,26,,,,
,9,29,16.320980072021484,0.02051197551190853,16.300466537475586,23.587392807006836
16.203651428222656,9,29,,,,
16.019765853881836,10,32,,,,
,11,34,15.960132598876953,0.01626100204885006,15.94387435913086,18.77193260192871
15.899299621582031,11,35,,,,
15.84153938293457,12,38,,,,
,13,39,15.876886367797852,0.013361884281039238,15.863523483276367,15.615056991577148
15.834405899047852,13,41,,,,
,14,44,15.801619529724121,0.011998524889349937,15.78962230682373,12.60663890838623
15.819799423217773,14,44,,,,
15.838409423828125,15,47,,,,
,16,49,15.841774940490723,0.010934140533208847,15.830840110778809,10.689249992370605
15.874760627746582,16,50,,,,
15.892768859863281,17,53,,,,
