validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
68.81197357177734,0,2,,,,
,1,4,19.871782302856445,0.03648550435900688,19.835298538208008,1.6160284280776978
18.11290740966797,1,5,,,,
17.143503189086914,2,8,,,,
,3,9,17.140722274780273,0.0012446340406313539,17.139480590820312,0.18437674641609192
17.042221069335938,3,11,,,,
,4,14,17.020450592041016,0.00011111589992651716,17.020339965820312,0.019954584538936615
17.03952407836914,4,14,,,,
17.032135009765625,5,17,,,,
,6,19,17.02630043029785,3.6556633858708665e-05,17.026264190673828,0.008840460330247879
17.03413963317871,6,20,,,,
17.035451889038086,7,23,,,,
,8,24,17.042343139648438,1.9013052224181592e-05,17.04232406616211,0.005061065312474966
17.027578353881836,8,26,,,,
,9,29,17.04180908203125,1.7971899069380015e-05,17.041790008544922,0.005078075919300318
17.032686233520508,9,29,,,,
17.032812118530273,10,32,,,,
,11,34,17.014127731323242,9.3800244940212e-06,17.01412010192871,0.0026901946403086185
17.02541160583496,11,35,,,,
17.040592193603516,12,38,,,,
,13,39,16.986316680908203,6.090736405894859e-06,16.98630714416504,0.0016841056058183312
17.038665771484375,13,41,,,,
,14,44,17.008743286132812,4.342109605204314e-06,17.008739471435547,0.00119758618529886
17.040416717529297,14,44,,,,
