validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
27.991350173950195,0,2,,,,
,1,4,17.90435028076172,0.7517351508140564,17.15261459350586,8639.7568359375
12.412802696228027,1,5,,,,
7.842251777648926,2,8,,,,
,3,9,7.907961368560791,0.5372079610824585,7.370753765106201,5601.5087890625
3.6941659450531006,3,11,,,,
,4,14,2.886357307434082,0.04881342127919197,2.8375439643859863,1257.167724609375
2.6863255500793457,4,14,,,,
2.4601693153381348,5,17,,,,
,6,19,2.4219164848327637,0.007635313086211681,2.414280891418457,56.899635314941406
2.390303611755371,6,20,,,,
2.367043972015381,7,23,,,,
,8,24,2.3693923950195312,0.0026134951040148735,2.36677885055542,18.288593292236328
2.358186960220337,8,26,,,,
,9,29,2.3474180698394775,0.0014062586706131697,2.3460118770599365,7.47147798538208
2.3527441024780273,9,29,,,,
2.3515713214874268,10,32,,,,
,11,34,2.3432083129882812,0.0010422006016597152,2.3421664237976074,4.126398086547852
2.3528048992156982,11,35,,,,
2.3498921394348145,12,38,,,,
,13,39,2.3555517196655273,0.0008684570202603936,2.3546829223632812,2.795322895050049
2.350160598754883,13,41,,,,
,14,44,2.34556245803833,0.000772227649576962,2.344790458679199,2.009331703186035
2.350207567214966,14,44,,,,
2.3521177768707275,15,47,,,,
