validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
0.36488041281700134,0,2,,,,
0.33458858728408813,1,5,,,,
0.33314046263694763,2,8,,,,
0.3272263705730438,3,11,,,,
0.32435062527656555,4,14,,,,
0.3184898793697357,5,17,,,,
,6,19,0.3131933808326721,0.05267059803009033,0.2605227828025818,251.1210174560547
0.31253132224082947,6,20,,,,
0.3086395263671875,7,23,,,,
0.30596107244491577,8,26,,,,
0.30461975932121277,9,29,,,,
0.3024008870124817,10,32,,,,
0.3008434772491455,11,35,,,,
0.2991277277469635,12,38,,,,
,13,39,0.29920414090156555,0.04905519634485245,0.2501489222049713,113.15975189208984
0.29835188388824463,13,41,,,,
0.2974925637245178,14,44,,,,
0.2966787815093994,15,47,,,,
0.29717230796813965,16,50,,,,
0.29891765117645264,17,53,,,,
0.2988864779472351,18,56,,,,
