validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
860.1328125,0,1,,,,
522.2799682617188,1,3,,,,
,2,4,527.0311889648438,0.13921353220939636,526.8919067382812,23981.271484375
169.4331817626953,2,5,,,,
149.4082489013672,3,7,,,,
,4,9,130.85281372070312,0.04320380464196205,130.8096160888672,8501.2822265625
109.29234313964844,4,9,,,,
84.0092544555664,5,11,,,,
72.9199447631836,6,13,,,,
,7,14,71.18109893798828,0.008919117972254753,71.17218017578125,1155.9765625
68.00582122802734,7,15,,,,
65.01175689697266,8,17,,,,
,9,19,57.272369384765625,0.005296090617775917,57.26707077026367,435.053955078125
63.49760437011719,9,19,,,,
61.21297836303711,10,21,,,,
60.31421661376953,11,23,,,,
,12,24,59.256858825683594,0.004040935542434454,59.2528190612793,240.6836700439453
59.645687103271484,12,25,,,,
59.130924224853516,13,27,,,,
,14,29,64.44730377197266,0.003875003196299076,64.44342041015625,182.91696166992188
58.7284049987793,14,29,,,,
58.41875457763672,15,31,,,,
57.62828826904297,16,33,,,,
,17,34,58.44398498535156,0.0034210518933832645,58.44055938720703,142.78558349609375
57.59290313720703,17,35,,,,
57.96428680419922,18,37,,,,
,19,39,53.6569709777832,0.003039203118532896,53.653934478759766,99.01334381103516
57.75932312011719,19,39,,,,
57.670108795166016,20,41,,,,
