validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
1.8751602172851562,0,2,,,,
,1,4,2.036926746368408,0.00010049447882920504,2.0368261337280273,739.83349609375
0.16305188834667206,1,5,,,,
0.14300388097763062,2,8,,,,
,3,9,0.1369965523481369,5.74871119169984e-05,0.13693904876708984,320.8644104003906
0.12071418762207031,3,11,,,,
,4,14,0.0976426899433136,3.2292300602421165e-05,0.09761039912700653,121.26988983154297
0.10736788064241409,4,14,,,,
0.10255078226327896,5,17,,,,
,6,19,0.09230190515518188,2.4743560061324388e-05,0.0922771692276001,53.80105972290039
0.10160870850086212,6,20,,,,
0.09642889350652695,7,23,,,,
,8,24,0.08923907577991486,2.047914131253492e-05,0.0892186090350151,39.705081939697266
0.09339557588100433,8,26,,,,
,9,29,0.08667891472578049,1.624905053176917e-05,0.0866626650094986,32.290443420410156
0.09266257286071777,9,29,,,,
0.09324493259191513,10,32,,,,
,11,34,0.08567558228969574,1.3978515198687091e-05,0.08566159754991531,27.56552505493164
0.08805356919765472,11,35,,,,
0.08686710894107819,12,38,,,,
,13,39,0.08438858389854431,1.3877743185730651e-05,0.08437470346689224,25.806772232055664
0.08635493367910385,13,41,,,,
,14,44,0.08502789586782455,1.3966086044092663e-05,0.08501393347978592,23.62807273864746
0.08606840670108795,14,44,,,,
0.08597065508365631,15,47,,,,
,16,49,0.08459363132715225,1.3714243323192932e-05,0.08457992225885391,21.813762664794922
0.08566443622112274,16,50,,,,
0.08587262779474258,17,53,,,,
,18,54,0.08487925678491592,1.3370005035540089e-05,0.08486588299274445,20.569496154785156
0.08606106042861938,18,56,,,,
,19,59,0.08716993033885956,1.2702234016614966e-05,0.087157242000103,19.365753173828125
0.08691400289535522,19,59,,,,
